Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
BlankM	100	1	1	6		4				1	16	dmg-pois	100	39	39										lcha												0	0
BlankM	100	1	1	14		10				1	16	dmg-pois	125	52	52										lcha												0	0
BlankM	100	1		21		15				1	16	dmg-pois	150	86	86										lcha												0	0
BlankM	100	1	1	5		3				2	16	dmg-pois	75	21	21										mcha												0	0
BlankM	100	1	1	13		9				1	16	dmg-pois	100	39	39										mcha												0	0
BlankM	100	1	1	23		17				1	16	dmg-pois	125	52	52									dgrn	mcha												0	0
BlankM	100	1		33		25				1	16	dmg-pois	150	86	86									dgrn	mcha												0	0
BlankM	100	1	1	9		6				2	16	dmg-pois	75	21	21										scha												0	0
BlankM	100	1	1	20		15				1	16	dmg-pois	100	39	39										scha												0	0
BlankM	100	1	1	32		24				1	16	dmg-pois	125	52	52									dgrn	scha												0	0
BlankM	100	1		44		36				1	16	dmg-pois	150	86	86									dgrn	scha												0	0
BlankM	100	1	1	5		3				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25		lcha												0	0
BlankM	100	1	1	8		6				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25		lcha												0	0
BlankM	100	1	1	15		11				1	10	cold-min		3	3	cold-max		5	7	cold-len		25	25		lcha												0	0
BlankM	100	1		23		17				1	10	cold-min		4	6	cold-max		8	11	cold-len		25	25		lcha												0	0
BlankM	100	1	1	9		6				2	10	cold-min		1	1	cold-max		2	3	cold-len		25	25		mcha												0	0
BlankM	100	1	1	15		11				1	10	cold-min		2	2	cold-max		4	5	cold-len		25	25		mcha												0	0
BlankM	100	1	1	25		18				1	10	cold-min		3	3	cold-max		6	8	cold-len		25	25	dblu	mcha												0	0
BlankM	100	1		35		27				1	10	cold-min		4	6	cold-max		9	12	cold-len		25	25	dblu	mcha												0	0
BlankM	100	1	1	14		10				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25		scha												0	0
BlankM	100	1	1	21		15				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25		scha												0	0
BlankM	100	1	1	33		25				1	10	cold-min		3	3	cold-max		5	6	cold-len		25	25	dblu	scha												0	0
BlankM	100	1		46		38				1	10	cold-min		4	5	cold-max		7	9	cold-len		25	25	dblu	scha												0	0
BlankM	100	1	1	3		2				2	12	fire-min		1	1	fire-max		2	2						lcha												0	0
BlankM	100	1	1	8		6				1	12	fire-min		1	2	fire-max		3	3						lcha												0	0
BlankM	100	1	1	14		10				1	12	fire-min		2	3	fire-max		4	7						lcha												0	0
BlankM	100	1		22		16				1	12	fire-min		4	7	fire-max		8	14						lcha												0	0
BlankM	100	1	1	7		5				2	12	fire-min		1	1	fire-max		2	2						mcha												0	0
BlankM	100	1	1	14		10				1	12	fire-min		2	2	fire-max		3	5						mcha												0	0
BlankM	100	1	1	24		18				1	12	fire-min		3	5	fire-max		6	11					dred	mcha												0	0
BlankM	100	1		34		26				1	12	fire-min		6	10	fire-max		12	17					dred	mcha												0	0
BlankM	100	1	1	11		8				2	12	fire-min		1	1	fire-max		2	2						scha												0	0
BlankM	100	1	1	20		15				1	12	fire-min		2	2	fire-max		3	4						scha												0	0
BlankM	100	1	1	32		24				1	12	fire-min		3	4	fire-max		5	8					dred	scha												0	0
BlankM	100	1		45		37				1	12	fire-min		5	7	fire-max		9	13					dred	scha												0	0
BlankM	100	1	1	4		3				2	13	ltng-min		1	1	ltng-max		2	3						lcha												0	0
BlankM	100	1	1	7		5				1	13	ltng-min		1	1	ltng-max		4	7						lcha												0	0
BlankM	100	1	1	15		11				1	13	ltng-min		1	1	ltng-max		8	21						lcha												0	0
BlankM	100	1		22		16				1	13	ltng-min		1	1	ltng-max		22	33						lcha												0	0
BlankM	100	1	1	7		5				2	13	ltng-min		1	1	ltng-max		3	5						mcha												0	0
BlankM	100	1	1	14		10				1	13	ltng-min		1	1	ltng-max		6	13						mcha												0	0
BlankM	100	1	1	24		18				1	13	ltng-min		1	1	ltng-max		14	25					dyel	mcha												0	0
BlankM	100	1		34		26				1	13	ltng-min		1	1	ltng-max		26	38					dyel	mcha												0	0
BlankM	100	1	1	12		9				2	13	ltng-min		1	1	ltng-max		3	6						scha												0	0
BlankM	100	1	1	21		15				1	13	ltng-min		1	1	ltng-max		7	10						scha												0	0
BlankM	100	1	1	33		25				1	13	ltng-min		1	1	ltng-max		11	18					dyel	scha												0	0
BlankM	100	1		45		37				1	13	ltng-min		1	1	ltng-max		19	28					dyel	scha												0	0
BlankM	1	1	1	1	12	1				4	17	dex		1	1										boot	glov											0	0
BlankM	1	1	1	1	5	1				4	17	dex		1	1										ring												0	0
BlankM	1	1	1	1	11	1				4	31	str		1	1										glov												0	0
BlankM	1	1	1	1	4	1				4	31	str		1	1										ring												0	0
BlankM	1	1	1	1	13	1				4	6	thorns		1	1										tors	belt	shld										0	0
BlankM	1	1	1	1	3	1				4	10	dmg-cold	25	1	1										weap							staf	wand	orb			0	0
BlankM	1	1	1	1	3	1				4	12	dmg-fire		1	2										weap							staf	wand	orb			0	0
BlankM	1	1	1	1	4	1				4	16	dmg-pois	50	8	8										weap							scep	staf	orb			0	0
BlankM	1	1	1	1	3	1				4	13	dmg-ltng		1	3										weap							staf	wand	orb			0	0
BlankM	1	1	1	1	9	1				3	19	regen		2	2										amul	circ											0	0
BlankM	1	1	1	1	4	1				4	23	enr		1	1										amul	orb	circ	wand	staf	helm	ring						0	0
BlankM	1	1	1	1	5	1				4	25	light		1	1	att		10	10						ring	amul											0	0
BlankM	100	1	1	24		20				2	27	lifesteal		2	3										amul												0	0
BlankM	100	1	1	57		45				2	27	lifesteal		4	5										amul												0	0
BlankM	100	1	1	85		73				2	27	lifesteal		6	6									cred	amul												0	0
BlankM	1	1	1	25		21				2	28	manasteal		2	3										ring												0	0
BlankM	1	1	1	58		46				2	28	manasteal		4	5										ring												0	0
BlankM	100	1	1	86		74				2	28	manasteal		6	6									cred	ring												0	0
BlankM	100	0	1	92		75				1	307	pierce-pois	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-pois	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-pois	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-pois	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-pois	1	2	8										tors													
BlankM	100	0	1	92		75				1	307	pierce-fire	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-fire	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-fire	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-fire	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-fire	1	2	8										tors													
BlankM	100	0	1	92		75				1	307	pierce-cold	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-cold	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-cold	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-cold	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-cold	1	2	8										tors													
BlankM	100	0	1	92		75				1	307	pierce-ltng	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-ltng	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-ltng	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-ltng	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-ltng	1	2	8										tors													
BlankM	100	0	1	92		75				1	307	pierce-mag	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-mag	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-mag	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-mag	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-mag	1	2	8										tors													
BlankM	100	0	1	92		75				1	307	pierce-dmg	1	1	1										scha													
BlankM	100	0	1	92		75				1	307	pierce-dmg	1	1	2										ring	mcha												
BlankM	100	0	1	92		75				1	307	pierce-dmg	1	1	3										amul	glov	boot	belt	helm	lcha								
BlankM	100	0	1	92		75				1	307	pierce-dmg	1	1	4										shld	weap												
BlankM	100	0	1	92		75				1	307	pierce-dmg	1	2	8										tors													
BlankM	100	1	1	7		7		war	1	1	44	charged	395	-60	-10										pole	knif	head										0	0
BlankM	100	1	1	14		14		war	1	1	44	charged	395	-20	-6										swor												0	0
BlankM	100	1	1	12		12		war	6	1	44	charged	393	-60	-8										pole	knif	head										0	0
BlankM	100	1	1	24		24		war	6	1	44	charged	393	-20	-5										ring	circ											0	0
BlankM	100	1	1	18		18		war	12	1	44	charged	396	-60	-7										pole	knif	head										0	0
BlankM	100	1	1	36		36		war	12	1	44	charged	396	-20	-4										shld												0	0
BlankM	100	1	1	36		36		war	30	1	44	charged	401	-60	-3										staf	knif	head										0	0
BlankM	100	1	1	72		72		war	30	1	44	charged	401	-20	-1										glov												0	0
