description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Reliquary ( 30pts) + Superior Saber = Unique Saber	1				100	15	368	30		2	Urq	"sbr,hiq"						useitem				relipts			-30	-30																					"sbr,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Falchion = Unique Falchion	1				100	15	368	30		2	Urq	"flc,hiq"						useitem				relipts			-30	-30																					"flc,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Crystal Sword = Unique Crystal Sword	1				100	15	368	30		2	Urq	"crs,hiq"						useitem				relipts			-30	-30																					"crs,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Broad Sword = Unique Broad Sword	1				100	15	368	30		2	Urq	"bsd,hiq"						useitem				relipts			-30	-30																					"bsd,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Long Sword  = Unique Long Sword 	1				100	15	368	30		2	Urq	"lsd,hiq"						useitem				relipts			-30	-30																					"lsd,uni"																																																										0
Unique Reliquary ( 30pts) + Superior War Sword = Unique War Sword	1				100	15	368	30		2	Urq	"wsd,hiq"						useitem				relipts			-30	-30																					"wsd,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Two-Handed Sword = Unique Two-Handed Sword	1				100	15	368	30		2	Urq	"2hs,hiq"						useitem				relipts			-30	-30																					"2hs,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Claymore = Unique Claymore	1				100	15	368	30		2	Urq	"clm,hiq"						useitem				relipts			-30	-30																					"clm,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Giant Sword = Unique Giant Sword	1				100	15	368	30		2	Urq	"gis,hiq"						useitem				relipts			-30	-30																					"gis,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Bastard Sword = Unique Bastard Sword	1				100	15	368	30		2	Urq	"bsw,hiq"						useitem				relipts			-30	-30																					"bsw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Flamberge = Unique Flamberge	1				100	15	368	30		2	Urq	"flb,hiq"						useitem				relipts			-30	-30																					"flb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Great Sword = Unique Great Sword	1				100	15	368	30		2	Urq	"gsd,hiq"						useitem				relipts			-30	-30																					"gsd,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Dagger = Unique Dagger	1				100	15	368	30		2	Urq	"dgr,hiq"						useitem				relipts			-30	-30																					"dgr,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Dirk = Unique Dirk	1				100	15	368	30		2	Urq	"dir,hiq"						useitem				relipts			-30	-30																					"dir,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Kriss = Unique Kriss	1				100	15	368	30		2	Urq	"kri,hiq"						useitem				relipts			-30	-30																					"kri,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Blade = Unique Blade	1				100	15	368	30		2	Urq	"bld,hiq"						useitem				relipts			-30	-30																					"bld,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Throwing Knife = Unique Throwing Knife	1				100	15	368	30		2	Urq	"tkf,hiq"						useitem				relipts			-30	-30																					"tkf,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Throwing Axe = Unique Throwing Axe	1				100	15	368	30		2	Urq	"tax,hiq"						useitem				relipts			-30	-30																					"tax,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Balanced Knife = Unique Balanced Knife	1				100	15	368	30		2	Urq	"bkf,hiq"						useitem				relipts			-30	-30																					"bkf,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Balanced Axe = Unique Balanced Axe	1				100	15	368	30		2	Urq	"bal,hiq"						useitem				relipts			-30	-30																					"bal,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Javelin = Unique Javelin	1				100	15	368	30		2	Urq	"jav,hiq"						useitem				relipts			-30	-30																					"jav,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Pilum = Unique Pilum	1				100	15	368	30		2	Urq	"pil,hiq"						useitem				relipts			-30	-30																					"pil,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Short Spear = Unique Short Spear	1				100	15	368	30		2	Urq	"ssp,hiq"						useitem				relipts			-30	-30																					"ssp,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Glaive = Unique Glaive	1				100	15	368	30		2	Urq	"glv,hiq"						useitem				relipts			-30	-30																					"glv,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Throwing Spear = Unique Throwing Spear	1				100	15	368	30		2	Urq	"tsp,hiq"						useitem				relipts			-30	-30																					"tsp,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Spear = Unique Spear	1				100	15	368	30		2	Urq	"spr,hiq"						useitem				relipts			-30	-30																					"spr,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Trident = Unique Trident	1				100	15	368	30		2	Urq	"tri,hiq"						useitem				relipts			-30	-30																					"tri,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Brandistock = Unique Brandistock	1				100	15	368	30		2	Urq	"brn,hiq"						useitem				relipts			-30	-30																					"brn,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Spetum = Unique Spetum	1				100	15	368	30		2	Urq	"spt,hiq"						useitem				relipts			-30	-30																					"spt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Pike = Unique Pike	1				100	15	368	30		2	Urq	"pik,hiq"						useitem				relipts			-30	-30																					"pik,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Bardiche = Unique Bardiche	1				100	15	368	30		2	Urq	"bar,hiq"						useitem				relipts			-30	-30																					"bar,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Voulge = Unique Voulge	1				100	15	368	30		2	Urq	"vou,hiq"						useitem				relipts			-30	-30																					"vou,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Scythe = Unique Scythe	1				100	15	368	30		2	Urq	"scy,hiq"						useitem				relipts			-30	-30																					"scy,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Poleaxe = Unique Poleaxe	1				100	15	368	30		2	Urq	"pax,hiq"						useitem				relipts			-30	-30																					"pax,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Halberd = Unique Halberd	1				100	15	368	30		2	Urq	"hal,hiq"						useitem				relipts			-30	-30																					"hal,uni"																																																										0
Unique Reliquary ( 30pts) + Superior War Scythe = Unique War Scythe	1				100	15	368	30		2	Urq	"wsc,hiq"						useitem				relipts			-30	-30																					"wsc,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Short Staff = Unique Short Staff	1				100	15	368	30		2	Urq	"sst,hiq"						useitem				relipts			-30	-30																					"sst,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Long Staff = Unique Long Staff	1				100	15	368	30		2	Urq	"lst,hiq"						useitem				relipts			-30	-30																					"lst,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Gnarled Staff = Unique Gnarled Staff	1				100	15	368	30		2	Urq	"cst,hiq"						useitem				relipts			-30	-30																					"cst,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Battle Staff = Unique Battle Staff	1				100	15	368	30		2	Urq	"bst,hiq"						useitem				relipts			-30	-30																					"bst,uni"																																																										0
Unique Reliquary ( 30pts) + Superior War Staff = Unique War Staff	1				100	15	368	30		2	Urq	"wst,hiq"						useitem				relipts			-30	-30																					"wst,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Short Bow = Unique Short Bow	1				100	15	368	30		2	Urq	"sbw,hiq"						useitem				relipts			-30	-30																					"sbw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Hunter's Bow = Unique Hunter's Bow	1				100	15	368	30		2	Urq	"hbw,hiq"						useitem				relipts			-30	-30																					"hbw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Long Bow = Unique Long Bow	1				100	15	368	30		2	Urq	"lbw,hiq"						useitem				relipts			-30	-30																					"lbw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Composite Bow = Unique Composite Bow	1				100	15	368	30		2	Urq	"cbw,hiq"						useitem				relipts			-30	-30																					"cbw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Short Battle Bow = Unique Short Battle Bow	1				100	15	368	30		2	Urq	"sbb,hiq"						useitem				relipts			-30	-30																					"sbb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Long Battle Bow = Unique Long Battle Bow	1				100	15	368	30		2	Urq	"lbb,hiq"						useitem				relipts			-30	-30																					"lbb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Short War Bow = Unique Short War Bow	1				100	15	368	30		2	Urq	"swb,hiq"						useitem				relipts			-30	-30																					"swb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Long War Bow = Unique Long War Bow	1				100	15	368	30		2	Urq	"lwb,hiq"						useitem				relipts			-30	-30																					"lwb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Light Crossbow = Unique Light Crossbow	1				100	15	368	30		2	Urq	"lxb,hiq"						useitem				relipts			-30	-30																					"lxb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Crossbow = Unique Crossbow	1				100	15	368	30		2	Urq	"mxb,hiq"						useitem				relipts			-30	-30																					"mxb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Heavy Crossbow = Unique Heavy Crossbow	1				100	15	368	30		2	Urq	"hxb,hiq"						useitem				relipts			-30	-30																					"hxb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Repeating Crossbow = Unique Repeating Crossbow	1				100	15	368	30		2	Urq	"rxb,hiq"						useitem				relipts			-30	-30																					"rxb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Hatchet = Unique Hatchet	1				100	15	368	60		2	Urq	"9ha,hiq"						useitem				relipts			-30	-30																					"9ha,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cleaver = Unique Cleaver	1				100	15	368	60		2	Urq	"9ax,hiq"						useitem				relipts			-60	-60																					"9ax,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Twin Axe = Unique Twin Axe	1				100	15	368	60		2	Urq	"92a,hiq"						useitem				relipts			-60	-60																					"92a,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Crowbill = Unique Crowbill	1				100	15	368	60		2	Urq	"9mp,hiq"						useitem				relipts			-60	-60																					"9mp,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Naga = Unique Naga	1				100	15	368	60		2	Urq	"9wa,hiq"						useitem				relipts			-60	-60																					"9wa,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Military Axe = Unique Military Axe	1				100	15	368	60		2	Urq	"9la,hiq"						useitem				relipts			-60	-60																					"9la,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Bearded Axe  = Unique Bearded Axe 	1				100	15	368	60		2	Urq	"9ba,hiq"						useitem				relipts			-60	-60																					"9ba,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Tabar = Unique Tabar	1				100	15	368	60		2	Urq	"9bt,hiq"						useitem				relipts			-60	-60																					"9bt,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gothic Axe = Unique Gothic Axe	1				100	15	368	60		2	Urq	"9ga,hiq"						useitem				relipts			-60	-60																					"9ga,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ancient Axe = Unique Ancient Axe	1				100	15	368	60		2	Urq	"9gi,hiq"						useitem				relipts			-60	-60																					"9gi,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Burnt Wand = Unique Burnt Wand	1				100	15	368	60		2	Urq	"9wn,hiq"						useitem				relipts			-60	-60																					"9wn,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Petrified Wand = Unique Petrified Wand	1				100	15	368	60		2	Urq	"9yw,hiq"						useitem				relipts			-60	-60																					"9yw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Tomb Wand = Unique Tomb Wand	1				100	15	368	60		2	Urq	"9bw,hiq"						useitem				relipts			-60	-60																					"9bw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Grave Wand = Unique Grave Wand	1				100	15	368	60		2	Urq	"9gw,hiq"						useitem				relipts			-60	-60																					"9gw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cudgel = Unique Cudgel	1				100	15	368	60		2	Urq	"9cl,hiq"						useitem				relipts			-60	-60																					"9cl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rune Scepter = Unique Rune Scepter	1				100	15	368	60		2	Urq	"9sc,hiq"						useitem				relipts			-60	-60																					"9sc,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Holy Water Sprinkler = Unique Holy Water Sprinkler	1				100	15	368	60		2	Urq	"9qs,hiq"						useitem				relipts			-60	-60																					"9qs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Divine Scepter = Unique Divine Scepter	1				100	15	368	60		2	Urq	"9ws,hiq"						useitem				relipts			-60	-60																					"9ws,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Barbed Club = Unique Barbed Club	1				100	15	368	60		2	Urq	"9sp,hiq"						useitem				relipts			-60	-60																					"9sp,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Flanged Mace = Unique Flanged Mace	1				100	15	368	60		2	Urq	"9ma,hiq"						useitem				relipts			-60	-60																					"9ma,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Jagged Star = Unique Jagged Star	1				100	15	368	60		2	Urq	"9mt,hiq"						useitem				relipts			-60	-60																					"9mt,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Knout = Unique Knout	1				100	15	368	60		2	Urq	"9fl,hiq"						useitem				relipts			-60	-60																					"9fl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Hammer = Unique Battle Hammer	1				100	15	368	60		2	Urq	"9wh,hiq"						useitem				relipts			-60	-60																					"9wh,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Club = Unique War Club	1				100	15	368	60		2	Urq	"9m9,hiq"						useitem				relipts			-60	-60																					"9m9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Martel de Fer = Unique Martel de Fer	1				100	15	368	60		2	Urq	"9gm,hiq"						useitem				relipts			-60	-60																					"9gm,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gladius = Unique Gladius	1				100	15	368	60		2	Urq	"9ss,hiq"						useitem				relipts			-60	-60																					"9ss,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cutlass = Unique Cutlass	1				100	15	368	60		2	Urq	"9sm,hiq"						useitem				relipts			-60	-60																					"9sm,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Shamshir = Unique Shamshir	1				100	15	368	60		2	Urq	"9sb,hiq"						useitem				relipts			-60	-60																					"9sb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Tulwar = Unique Tulwar	1				100	15	368	60		2	Urq	"9fc,hiq"						useitem				relipts			-60	-60																					"9fc,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Dimensional Blade = Unique Dimensional Blade	1				100	15	368	60		2	Urq	"9cr,hiq"						useitem				relipts			-60	-60																					"9cr,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Sword = Unique Battle Sword	1				100	15	368	60		2	Urq	"9bs,hiq"						useitem				relipts			-60	-60																					"9bs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rune Sword = Unique Rune Sword	1				100	15	368	60		2	Urq	"9ls,hiq"						useitem				relipts			-60	-60																					"9ls,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ancient Sword = Unique Ancient Sword	1				100	15	368	60		2	Urq	"9wd,hiq"						useitem				relipts			-60	-60																					"9wd,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Espandon = Unique Espandon	1				100	15	368	60		2	Urq	"92h,hiq"						useitem				relipts			-60	-60																					"92h,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Dacian Falx = Unique Dacian Falx	1				100	15	368	60		2	Urq	"9cm,hiq"						useitem				relipts			-60	-60																					"9cm,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Tusk Sword = Unique Tusk Sword	1				100	15	368	60		2	Urq	"9gs,hiq"						useitem				relipts			-60	-60																					"9gs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gothic Sword = Unique Gothic Sword	1				100	15	368	60		2	Urq	"9b9,hiq"						useitem				relipts			-60	-60																					"9b9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Zweihander = Unique Zweihander	1				100	15	368	60		2	Urq	"9fb,hiq"						useitem				relipts			-60	-60																					"9fb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Executioner Sword = Unique Executioner Sword	1				100	15	368	60		2	Urq	"9gd,hiq"						useitem				relipts			-60	-60																					"9gd,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Poignard = Unique Poignard	1				100	15	368	60		2	Urq	"9dg,hiq"						useitem				relipts			-60	-60																					"9dg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rondel = Unique Rondel	1				100	15	368	60		2	Urq	"9di,hiq"						useitem				relipts			-60	-60																					"9di,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cinquedeas = Unique Cinquedeas	1				100	15	368	60		2	Urq	"9kr,hiq"						useitem				relipts			-60	-60																					"9kr,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Stilleto = Unique Stilleto	1				100	15	368	60		2	Urq	"9bl,hiq"						useitem				relipts			-60	-60																					"9bl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Dart = Unique Battle Dart	1				100	15	368	60		2	Urq	"9tk,hiq"						useitem				relipts			-60	-60																					"9tk,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Francisca = Unique Francisca	1				100	15	368	60		2	Urq	"9ta,hiq"						useitem				relipts			-60	-60																					"9ta,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Dart = Unique War Dart	1				100	15	368	60		2	Urq	"9bk,hiq"						useitem				relipts			-60	-60																					"9bk,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Hurlbat = Unique Hurlbat	1				100	15	368	60		2	Urq	"9b8,hiq"						useitem				relipts			-60	-60																					"9b8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Javelin = Unique War Javelin	1				100	15	368	60		2	Urq	"9ja,hiq"						useitem				relipts			-60	-60																					"9ja,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Great Pilum = Unique Great Pilum	1				100	15	368	60		2	Urq	"9pi,hiq"						useitem				relipts			-60	-60																					"9pi,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Simbilan = Unique Simbilan	1				100	15	368	60		2	Urq	"9s9,hiq"						useitem				relipts			-60	-60																					"9s9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Spiculum = Unique Spiculum	1				100	15	368	60		2	Urq	"9gl,hiq"						useitem				relipts			-60	-60																					"9gl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Harpoon = Unique Harpoon	1				100	15	368	60		2	Urq	"9ts,hiq"						useitem				relipts			-60	-60																					"9ts,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Spear = Unique War Spear	1				100	15	368	60		2	Urq	"9sr,hiq"						useitem				relipts			-60	-60																					"9sr,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Fuscina = Unique Fuscina	1				100	15	368	60		2	Urq	"9tr,hiq"						useitem				relipts			-60	-60																					"9tr,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Fork = Unique War Fork	1				100	15	368	60		2	Urq	"9br,hiq"						useitem				relipts			-60	-60																					"9br,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Yari = Unique Yari	1				100	15	368	60		2	Urq	"9st,hiq"						useitem				relipts			-60	-60																					"9st,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Lance = Unique Lance	1				100	15	368	60		2	Urq	"9p9,hiq"						useitem				relipts			-60	-60																					"9p9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Lochaber Axe = Unique Lochaber Axe	1				100	15	368	60		2	Urq	"9b7,hiq"						useitem				relipts			-60	-60																					"9b7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Bill = Unique Bill	1				100	15	368	60		2	Urq	"9vo,hiq"						useitem				relipts			-60	-60																					"9vo,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Scythe = Unique Battle Scythe	1				100	15	368	60		2	Urq	"9s8,hiq"						useitem				relipts			-60	-60																					"9s8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Partizan = Unique Partizan	1				100	15	368	60		2	Urq	"9pa,hiq"						useitem				relipts			-60	-60																					"9pa,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Bec-de-Corbin = Unique Bec-de-Corbin	1				100	15	368	60		2	Urq	"9h9,hiq"						useitem				relipts			-60	-60																					"9h9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Grim Scythe = Unique Grim Scythe	1				100	15	368	60		2	Urq	"9wc,hiq"						useitem				relipts			-60	-60																					"9wc,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Jo Staff = Unique Jo Staff	1				100	15	368	60		2	Urq	"8ss,hiq"						useitem				relipts			-60	-60																					"8ss,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Quarterstaff = Unique Quarterstaff	1				100	15	368	60		2	Urq	"8ls,hiq"						useitem				relipts			-60	-60																					"8ls,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cedar Staff = Unique Cedar Staff	1				100	15	368	60		2	Urq	"8cs,hiq"						useitem				relipts			-60	-60																					"8cs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gothic Staff = Unique Gothic Staff	1				100	15	368	60		2	Urq	"8bs,hiq"						useitem				relipts			-60	-60																					"8bs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rune Staff = Unique Rune Staff	1				100	15	368	60		2	Urq	"8ws,hiq"						useitem				relipts			-60	-60																					"8ws,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Edge Bow = Unique Edge Bow	1				100	15	368	60		2	Urq	"8sb,hiq"						useitem				relipts			-60	-60																					"8sb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Razor Bow = Unique Razor Bow	1				100	15	368	60		2	Urq	"8hb,hiq"						useitem				relipts			-60	-60																					"8hb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cedar Bow = Unique Cedar Bow	1				100	15	368	60		2	Urq	"8lb,hiq"						useitem				relipts			-60	-60																					"8lb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Double Bow = Unique Double Bow	1				100	15	368	60		2	Urq	"8cb,hiq"						useitem				relipts			-60	-60																					"8cb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Short Siege Bow = Unique Short Siege Bow	1				100	15	368	60		2	Urq	"8s8,hiq"						useitem				relipts			-60	-60																					"8s8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Long Siege Bow = Unique Long Siege Bow	1				100	15	368	60		2	Urq	"8l8,hiq"						useitem				relipts			-60	-60																					"8l8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rune Bow = Unique Rune Bow	1				100	15	368	60		2	Urq	"8sw,hiq"						useitem				relipts			-60	-60																					"8sw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gothic Bow = Unique Gothic Bow	1				100	15	368	60		2	Urq	"8lw,hiq"						useitem				relipts			-60	-60																					"8lw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Arbalest = Unique Arbalest	1				100	15	368	60		2	Urq	"8lx,hiq"						useitem				relipts			-60	-60																					"8lx,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Siege Crossbow = Unique Siege Crossbow	1				100	15	368	60		2	Urq	"8mx,hiq"						useitem				relipts			-60	-60																					"8mx,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ballista = Unique Ballista	1				100	15	368	60		2	Urq	"8hx,hiq"						useitem				relipts			-60	-60																					"8hx,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Chu-Ko-Nu = Unique Chu-Ko-Nu	1				100	15	368	60		2	Urq	"8rx,hiq"						useitem				relipts			-60	-60																					"8rx,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Katar = Unique Katar	1				100	15	368	30		2	Urq	"ktr,hiq"						useitem				relipts			-60	-60																					"ktr,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Wrist Blade = Unique Wrist Blade	1				100	15	368	30		2	Urq	"wrb,hiq"						useitem				relipts			-30	-30																					"wrb,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Hatchet Hands = Unique Hatchet Hands	1				100	15	368	30		2	Urq	"axf,hiq"						useitem				relipts			-30	-30																					"axf,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Cestus = Unique Cestus	1				100	15	368	30		2	Urq	"ces,hiq"						useitem				relipts			-30	-30																					"ces,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Claws = Unique Claws	1				100	15	368	30		2	Urq	"clw,hiq"						useitem				relipts			-30	-30																					"clw,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Blade Talons = Unique Blade Talons	1				100	15	368	30		2	Urq	"btl,hiq"						useitem				relipts			-30	-30																					"btl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Scissors Katar = Unique Scissors Katar	1				100	15	368	30		2	Urq	"skr,hiq"						useitem				relipts			-30	-30																					"skr,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Quhab = Unique Quhab	1				100	15	368	60		2	Urq	"9ar,hiq"						useitem				relipts			-30	-30																					"9ar,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Wrist Spike = Unique Wrist Spike	1				100	15	368	60		2	Urq	"9wb,hiq"						useitem				relipts			-60	-60																					"9wb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Fascia = Unique Fascia	1				100	15	368	60		2	Urq	"9xf,hiq"						useitem				relipts			-60	-60																					"9xf,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Hand Scythe = Unique Hand Scythe	1				100	15	368	60		2	Urq	"9cs,hiq"						useitem				relipts			-60	-60																					"9cs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Greater Claws = Unique Greater Claws	1				100	15	368	60		2	Urq	"9lw,hiq"						useitem				relipts			-60	-60																					"9lw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Greater Talons = Unique Greater Talons	1				100	15	368	60		2	Urq	"9tw,hiq"						useitem				relipts			-60	-60																					"9tw,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Scissors Quhab = Unique Scissors Quhab	1				100	15	368	60		2	Urq	"9qr,hiq"						useitem				relipts			-60	-60																					"9qr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Suwayyah = Unique Suwayyah	1				100	15	368	90		2	Urq	"7ar,hiq"						useitem				relipts			-60	-60																					"7ar,uni"																																																										0
